,Review,Rating,Date,Restaurant Name
10,"Advertised as comfort and cocktails, when we tried to order a cocktail they told us actually they were out of basil and mint.  Then both cocktails we got were undrinkable.   Not  balanced and very unenjoyable.   We got deviled eggs which were a step above the cocktails but the egg white was a bit  watery. Perhaps other food would have changed my review.",1,9/14/2019,Stillwater
11,"Oof! I am in awe! My friend and I met up for dinner at Stillwater tonight. We didn't grab any drinks (but next time I will). Instead, we ordered three entrees to share!! All were reasonably priced and well-portioned. The dishes:Smoked Pork Mac & Cheese: THE STAR OF THE SHOW! Delicious rich and cheesy with a glob of tender pork on top. Get a salad to cut through the richness. Speaking of salad, THE COBB. It's hard to mess up a Cobb, and Stillwater did it well. Finally, we also got the Flat Patty burger with fries. YUMMY! It was such a classic burger, and it did not disappoint. Our server, Angela, was an angel! She was so funny and very helpful and accommodating. Mwah. I will be back.",5,9/14/2019,Stillwater
12,"This place is fine. The food didn't blow my mind, but for comfort food; it does a decent job. For the food; we got the biscuits & butter, buffalo wings, and ritz chicken.The biscuits & butter was solid. Really crumbly and the chicken drippings butter tasted like gravy, it was a good way to start off the meal. The buffalo wings were okay, it needed wayyy more sauce on it though. But the wings itself had a nice smoky taste to it.The ritz Chicken was cooked really well, but insanely bland. Thankfully there's salt & pepper on the table. I had to throw on a decent amount of salt to be able to get a good taste. The portion size for the chicken was generous though. Not sure if I would come back... but there's a lot of potential here.",3,9/15/2019,Stillwater
13,"It's my first time in Boston for me. I just find the place for waiting my friend to pick me up from Mansfeild . I found stillwater. I love it , it seem like the first impression, sit outside, good weather, drinking a couple glasses of wine and good food. Especially my waitress ""Angela"" sorry if i spell her name wrong . She is an Asian girl. So touch it her mind service.",5,9/21/2019,Stillwater
14,"As a native Oklahoman with deep South roots, I am immediately suspicious of any ""southern"" restaurant in the North. However, when I saw that the restaurant was named for an Oklahoman city and read the founder's story, I knew I had to drop in.Came here with a colleague for lunch. Here's the rundown:-Biscuits: These are bougie blue cheese thyme biscuits, which while not traditional, are really nice. The whipped chicken drippings butter is the bomb.-Chicken wings: We ordered the honey mustard butter wings. They were nice and crispy, just right! They were kind of boney, though, compared to most wings.-Mac & cheese: Alas, this fell pretty flat for me. I think they also used a pasta smaller than macaroni (which is fine) but this was overall bland. I didn't finish the mac & cheese.-Ritz chicken: Ok, this is a big ol' Oklahoma sized dish. The chicken was fine, and it is the flatter chicken fried steak style chicken FYI. The mashed potatoes were light, fluffy, and delicious. -Iced tea: Skip. I couldn't even doctor this up enough to be remotely sweet.3.5-4 on the whole, rounded to four due to a nice drink selection, good service, and inventive twists on traditional dishes that didn't go all the way into the category of ""Ok this isn't even Southern anymore.""",4,9/25/2019,Stillwater
15,"This space used to be Townsman and I'm happy to see something else took its place. Stillwater is an American comfort food place with a simple menu that has recognizable items that people should be ableto find something they fancy.I started off with the Crispy Smoked Chicken Wings with the Honey mustard butter and I enjoyed these wings very much. I would definitely order them again and probably order 2 of them as a meal because that's how much I like them.The Flat Patty Burger was delicious too. Two griddled patties melted Cabot cheddar, shredded lettuce, and pickles, and served with hand-cut french fries. This is your classic burger. I didn't like the fries much, I felt they were on the burnt side and mushy, but the burger is right on.Last but not least I had to try the Ritz Chicken, which is fried chicken thighs encrusted with Ritz crackers served with whipped potatoes, charred three onion butter and cress. This is down right comfort food. This dish can put you in a food coma. And I love fried chicken!!!Can't wait to come back.",4,9/28/2019,Stillwater
16,"Went here early (7PM) on a Sat night. The restaurant was pretty busy, some families with kids; by the time we left there were several twenty-somethings coming, a good sign!Fantastic meal, had the biscuits, empanaditas, and deviled eggs...all were outstanding. Our group of 4 had the lamb chops, chicken fried ribeye, and butter toasted Gnudi. And a pork Mac & cheese too. For dessert we had the jelly donut creme brûlée and Pavlova. All outstanding food, Chef Sarah Wade has done a great job. Two minor suggestions: 1) signs on the doors as you walk along the street coming from South Station directing you to the main entrance and 2) little less sauce on the lamb chops, kind of masked the lamb. But very minor, will definitely be back. Great bar/wine list too.",5,9/30/2019,Stillwater
17,"This place is easily the best place to go at anytime: post work drinks, weekend hangs- everything is delicious. The drinks are phenomenal and the staff is amazing.",5,10/17/2019,Stillwater
18,"We had an excellent dinner at Stillwater before going to the theatre district for a show. We ordered the shishito peppers as an appetizer- it came with excellent hummus! For dinner, we ordered the pulled pork mac and cheese and the ricotta dumplings. Both were delicious and we will definitely be back!",5,10/18/2019,Stillwater
19,"Yep. My review is drinks only. Old fashioned made the way dad used to make them: The old fashioned way. G&T = delicious. Smart, attentive and great service. I look forward to coming back.",5,10/19/2019,Stillwater
20,Came here with a few friends for some food and drinks. Great atmosphere. The drinks were spot on and they had some vegetarian/ vegan options! Thank you for the wonderful dinner and amazing service!,5,10/21/2019,Stillwater
21,"I went here recently with 15 friends for a birthday and it was a fun night we got a private room the wait staff was amazing. I ordered an ""adios pantalones"" and a ""thank you, next"" both were great! But that's where the fun ends, the food was ok. It was so disappointing, because we were such a large group we were able to try all of the ""sexy snacks"" the only one and, this is out of the whole meal, empanadas. The favors seemed flat and muted. The Ritz chicken was thick and stodgy, the branzino was light but bland. A friend commented having had the chicken fried prime rib that it just seemed like a waste. Even the mussels which I think are hard to mess up, we're good but lacked innovation, and had a a drizzle of mayo and even though I love mayo just annoyed me here.",3,10/24/2019,Stillwater
22,"Went for lunch, get the chicken salad sandwich- it was so good! In and out really quick, decent price. Will try the brown bag lunch next time! Great addition to the area",5,10/24/2019,Stillwater
23,"Easy lunch pickup spot, The Rach is my go to and the house made chips Also great spot for afterwork... good selection of local craft beers and cold tea!",5,10/24/2019,Stillwater
24,"Food is simply not great.  Biscuits were good in terms of texture and I liked the butter.  I do not see the point of adding blue cheese to the biscuit.  It distracts from the good taste of the biscuits.  Cobb salad wasn't great which is unfortunate because they are using good ingredients.  Too much blue cheese in the salad, not enough tomatoes, bacon is too Smokey in flavor, and dressing is too light.  Dressing flavor was completely overpowered by the other flavors .  My husband ordered this dish -- the Pork in the pork Mac and cheese was tasty and the Mac and cheese tasted good.  But personally I  do not like pulled pork piled in top of mac and  cheese.  Empanadas had  potential but fell flat.  Empanadas looked good, crust was good, but the empanadas  didn't taste great.  Service was great.",2,10/27/2019,Stillwater
25,"Overhyped restaurant with very average food. Ambiance, service, and cocktails fantastic (5/5)! Food is 3/5, but let's face it, food is really the main reason we go out to eat. Lots of places can get ambiance & drinks right.Biscuits were good & fresh. PASS on the deviled eggs (no flavor at all, like eating regular hard-boiled eggs). Also pass on the everything bagel popcorn (def not worth $6).I got the filo tart, and it was just alright. Lacking in depth; kinda one-noted in flavor. If you like bland tomato paste, go for it.Someone at the table got ricotta dumplings which were a little too rich. I had one and thought it was quite good, but he said it got harder and harder to eat as they were so heavy. This guy usually eats a ton and didn't finish the dish. He gave it a 3/5.Another friend got the scallops on special, and those were really good!Overall, it was good to check out once, but we will not be back.",3,11/1/2019,Stillwater
26,"Large group (12) had an amazing Sunday brunch, rare that EVERYONE was pleased with their food and service! Started with apps(called Sexy Bites on the menu) of cheddar biscuits with maple butter, breakfast tacos, pancake battered fried sausage bites, and Bloody Marys. Drinks were on the spicier side but waitress was happy to have the bar custom-make a non-spicy version too. Burgers with fried egg topper, blueberry pancakes, biscuits smothered in gravy, plus fried potatoes or tater tots and bacon, start to finish everything was delivered hot and by very helpful waitstaff. We will be back, wonderful experience!",5,11/3/2019,Stillwater
27,"Fantastic food, cocktails & service! Blown away... the chef really has this place taken care of. From the deviled eggs to the burger & chicken sando.... & did I mention the chips & pasta salad?! So happy we stopped in!",5,11/8/2019,Stillwater
28,"It's real nice, real classy without being snobby. Helluva location, great view, chill scene. Nice beer choices, quality cocktail selections, tasty snack options. It is all good!",5,11/9/2019,Stillwater
29,So on a quest for Pavolva I found this place. I was a little hesitant because it has just been featured on Chronicle but we took a chance on a late Sunday lunch. It was delicious. The cosmos we. Had were some of our favorite. Te empanadas were great. As was the ritz chicken and ricotta dumplings. I love deviled eggs and these were creamy but needed spice.  The smoked chicken chili was good but the consistency was a little off putting. The side of fries not so good. The Pavlova was everything we wanted. A blend of tartans sweet. A return is on the horizon.,5,11/10/2019,Stillwater
30,"We loved our dinner at Stillwater! We stopped in before a concert on a Sunday night without a reservation, and they had no problem seating us. We both ordered cocktails and they were delicious, though a little out of season for fall. For dinner, we shared the smoked pork mac & cheese and the cucumber, melon, chili salad. The mac & cheese was fantastic- super creamy with fresh pasta cooked perfectly. It was super rich, so we were glad to have the salad as well. The salad was fresh and nicely dressed. It was a delicious compliment to the mac & cheese. For dessert we went for the PB&J creme brûlée and it was fantastic- creamy, nutty, with a nice tartness from the jam. Service was super quick through the whole meal and we got all our food much faster than anticipated. We were on our way to our concert in no time. I'd highly recommend Stillwater!",5,11/16/2019,Stillwater
31,"My friend and I decided to come here after seeing that this place was ""trending."" There was no wait when we arrived. We got a half-booth and a chair table which seemed pretty cramped. It felt as if we were almost blocking in another couple by surrounding their table.We ordered the yellow mussels and smoked pork mac & cheese to share. The food came out pretty quickly. The pork mac & cheese was a little smaller than I had anticipated, but we were pretty pleased with it. There was a good amount of pulled pork on top - we were both happy about that. The yellow mussels came with some fries on top with a drizzle of delicious aioli. Maybe it's because I haven't had much experience eating mussels, but I didn't think it was anything particularly special. If anything, I enjoyed the French fries with the aioli much more than the mussels. The server was attentive, but it also seemed like she was rushing us out since she came by so often. Overall, my friend and I were stuffed at the end of our dinner. We were both satisfied, but I'm personally not sure I would come back again. It was a good experience, though.",4,11/23/2019,Stillwater
32,"Food was fine.  Drinks were NOT.  What sort of drinks?  The kind that ANY restaurant should get right.  I ordered hot tea that came warm.  After dinner, my companion & I wanted coffee.  She wanted a latte & I wanted a decaf.Our server let us know we couldn't have either.  To be clear, he barked at us...""we don't have an espresso machine""....""we don't have decaf"". No apologies.  Just a terse response to our requests.  We ordered regular coffee.  Big mistake.  It was tepid & bitter. Lovely.",3,11/29/2019,Stillwater
33,"Has become our go-to spot, and consistently delivers. Staff has always been considerate and attentive. The food never misses. Favorites include empenaditos, chicken chili, bronzini, and pulled pork on anything. Allagash White beer on tap. If I had to find a fault, it's this: the button-tufted couches at some of the tables are not as comfortable as other seating: They're too deep, a bit too low. But that's a minor note; overall, a wonderful local restaurant.",5,12/8/2019,Stillwater
34,"I cannot say enough amazing things about Stillwater. Every bite is better than the last; the space is HUGE; the staff was nice and attentive; and the drinks were strong, and cold. The location is great, too; easy to get to from Chinatown and downtown area; just a few blocks from Boston Commons/Public Garden.If you get one chance and one chance only to eat at Stillwater, here's what I'd recommend:Appetizer: Biscuits + Butter and/or Shishito Peppers. (I don't even like bleu cheese and I'm still dreaming of the biscuits...)Meal: RITZ Coated Fried Chicken with Mashed Potatoes. The oniony butter sauce takes this to the next level.Dessert: PB+J Creme Brulee. I'd go back and just order this dessert alone, it was that good.Other showstoppers: Everything Bagel Popcorn, Smoked Pork Mac and Cheese, and the Pavlova.No doubt one of my favorite restaurants in Boston. Get your reservation in now, because they're booking up quickly.",5,12/9/2019,Stillwater
35,"Excellent food. One of the best I have been to this year, and the drinks were also fabulous. The space is great too.",5,12/11/2019,Stillwater
36,"Very casual.  Noise is a little higher than average.  Parking a little difficult at times.   Other than those items, it's a pretty fun place to have an unpretentious meal at a great price.  Portions are large and the food is creative and well thought out. I love going somewhere that just reading the menu is fun contemplating the descriptions.  We ordered the biscuits, deviled eggs, burger, and bbq pork sandwich; and we each had a glass of house red wine.   Total was about $65.  You would be hard pressed to find a trendy place in the city that a couple could go to wine and dine on good food with great friendly service for about $60!Everything was done above average and memorable.   Not sure I had anything that would draw me back due to craving it, with so many other places I need to try, but I would go back if the opportunity presents itself to sample some of the more complex, higher priced entrees.,I recommend you get reservations, which are easily secured through their website.  We booked our reservation on a Saturday night about 90 minutes before our meal time.And yes, I did say above that they serve deviled eggs.  So smooth and creamy with smoked paprika sprinkled on them, topped with bits of fried chicken skin.  Delicious, and that app was only about $6 to try something you don't see in very many places...except up north at a woodsy holiday meal or at grandma's funeral reception.",4,12/14/2019,Stillwater
37,"Delicious! Came with a group for lunch and they handled us easily, and food was delicious. It's not the healthiest spot around, but no worse than you'd expect going in :)My major frustration, though, was that I ordered a sandwich with 'daily salad'. Perhaps it's my mistake for not clarifying, but it turned out that my day's daily salad was a condiment-sized cup of potato salad. I was expecting greens! Daily salad might mean something different elsewhere, but my meal was not what I expected.",4,12/15/2019,Stillwater
38,We had an amazing waiter! That was absolutely the best part! The food was just okay tho. Not enough on your plate for the price and just didn't have a ton of flavor. Not sure if I'd go back but still had a good night out!,3,12/15/2019,Stillwater
39,"After works drinks and dinner. Close to South Station and downtown crossing. Kingston Street entrance is decked with Christmas trees, ceiling ornaments and lighting. Hostess were pleasant and sat us right away where we preferred away from the bar. The modern style sofas make for a comfortable dinner. Drink and appetizer menu is sassy and fresh. Second night I had a ""take your pants off"" drink. Here at Stillwater it's called "" ADIOS PANTOLONES""  I also enjoyed a wine spritzer with orange peel. Sweet! The creamy deviled eggs with crispy chicken skin was fine, it was missing something.....garlic? paprika?  something. Our entrees were very good. A bit on the salty side but not unbearable. Ritz cracker fried chicken thighs, mussels and gluten free gnocchi, all delish. Been there done that and enjoyed.",3,12/18/2019,Stillwater
40,"This place is out of control. Deliciousness? Out of control. Portion size? Out of control. Niceness of staff? Out of control. Inventive cocktail selection? Out of control. The only thing that wasn't out of control was the pricing :)Everything we tried was excellent. The smoked buffalo chicken wings are some of the best I've had. We couldn't stop eating the pulled pork mac n' cheese. The ritz chicken was fabulous and those mashed potatoes, yeah. The cucumber melon salad was bright and fresh -- it reminded me of a similar Vietnamese or Thai salad. The pomodoro was good, although not quite as good as the other dishes (adding some red pepper flakes made a big difference). We were also fans of the cocktail menu, which had some fun twists.Super convenient walking and T location near South Station, Downtown Crossing, and Chinatown; parking can be a bit tough though. An excellent upgrade from Townsman!",5,12/23/2019,Stillwater
41,On a trip to Boston and this was our first stop. The staff was very helpful and accommodating. Everything we ate was very flavorful and tasty. The ricotta dumplings were so light and fluffy. The ritz cracker chicken was crazy delicious! My husband also enjoyed the cocktails,5,12/27/2019,Stillwater
42,"Stopped in for a quick bite and drink but stayed for the vibe and wings. I can't quite say I've seen enough to give 5 stars, but I definitely will be back. The crispy smoked wings were perfectly cooked with crispy skin on the outside and juicy meat on the in. We were able to enjoy a seat at the bar chowing some wings with a few beers/Prosecco (your choice) and the football games playing in the background. Back drop music was on point varying from dancing queen and bohemian rhapsody to Travis Scott and Post Malone. Overall. Good service. Good apps. And a good vibe.",4,12/28/2019,Stillwater
43,Delicious meal. Very heavy. Great drinks. Fantastic ambiance. Had the opportunity to meet the chef. Overall added to a great experience!,4,12/28/2019,Stillwater
44,"I've been here a few times because the bartenders here are fantastic. There are always new fun drinks to try and locals are friendly.  The food is meh but that okay we come for the service, drinks, and atmosphere. However this time we decided to sit at a table and were served by a young blonde server. She was nice, but not attentive at all. Had empty drinks for 25 minutes waiting for her to return, watching her chit chat with other employees. Debating on coming back but definitely will just go to the bar if we do.",1,12/29/2019,Stillwater
45,Did not grab food here but only the drinks.Drinks were strong and service was attentive. The place is very beautiful and everything was clean. Would highly recommend coming here for drinks and/or romantic dinner.,5,12/30/2019,Stillwater
46,"This was my first visit.  The restaurant was clean, comfortable and attractive.  The location is perfect for dinner before a show at the Opera House, which is just up the street.  I chose this place for the comfort food menu options for a mixed group of diners that included young teens.  The mixed drinks sounded fun but were weak and underwhelming.  Will try again some other time in case it was the good bartender's night off.  Wait staff were friendly and helpful.  The deviled eggs were fine but not great.  The everything bagel popcorn was tasty and a hit with our table.  The biscuits were a flop - too much blue cheese flavor, too dry.  The Ritz Chicken was good enough, but nothing special. The mac and cheese with smoky pulled pork was delicious- creamy and satisfying pasta and flavorful, moist meat.  I had the ricotta dumplings, admittedly an odd choice at this southern style restaurant, but I enjoyed it very much.  The dumplings were light and fresh, and I cleaned the plate chasing the last bit of the cream sauce and vegetables. We passed on dessert but there were some interesting items on the menu.  I would go back to this place if I had tickets to a show.  Not sure I would make a special trip here.  It was fine.  Four stars for decent food, reasonable prices, good location, excellent service and a clean, pleasant atmosphere.",4,12/31/2019,Stillwater
47,"Stopped by late afternoon on a Saturday and was able to sample some good southern eats! Stillwater is a bit tucked away in Chinatown and it's easy to miss; stepping inside, the space feels very open (bathrooms at the front near hosts), to down the hall with the bar, and into the main dining area. We absolutely adored the Ritz chicken; the chicken was definitely tender, perfect, and was simple-chicken-thighs-done-right kind of dish. The mashed potatoes were smooth and deeply satisfying too; while this dish was probably the least visually impressive, it's the one I would 100% order again. We felt a bit let down by the mac and cheese; the pulled pork definitely could've been enhanced a little. A fresh tomato/cheese/onion tart also really helped brighten our table up as well and felt homey and comforting. Stillwater has some stellar plates (ritz chicken for sure!) and service/staff definitely made it a great experience. Would go again.",4,12/31/2019,Stillwater
48,"Great food and cocktails! We ordered the Flat Patty Burger and Ritz Chicken. Both were delicious! The atmosphere was great as well, and so was the service.",5,1/5/2020,Stillwater
49,"We started off with the biscuits and butter, was surprised at getting 3 biscuits for four people, however they fit the bill, they were delicious and everyone at the table felt it to be the perfect amount. Loved the blue cheese as it made a nice addition. Would have liked them to stay together a bit more as the biscuit was crumbly. The everything bagel popcorn was highly addicting considering we had just come from seeing a movie and having popcorn there. Meals were the ritz chicken and the country fried rib eye, interesting that 3 who ordered the chicken are not big fans of thighs but each one said the thighs were great. The chicken was crispy and the meat was moist. Now for the country fried rib eye, need I say more. This was a great twist of country fried steak, the rib eye was cooked perfectly and sat over a bed of mashed potato along with asparagus. So much food that half came home. Our server was great, very friendly and not intrusive. Staff is attentive, if water glasses were low they were filled quickly. The PB creme brulee was an interesting twist and tasty, highly recommend for the peanut butter lover.",4,1/5/2020,Stillwater
50,Solid take on modern pub food. Service was very good. Food was above average. Not the most creative but ticks the box for comfort food.,4,1/12/2020,Stillwater
51,"Great drinks and friendly service. We got the gin blossom, Manhattan and old fashioned. All 3 were great",5,1/12/2020,Stillwater
52,We picked up food the other day and the  food was great!!! My boyfriend had the veggie burger and said it was super yummy. I had the ricotta dumplings and they also hit the spot! I think it would probably be much better if we were to eat at the restaurant but it made for a cozy night in :),4,1/20/2020,Stillwater
53,"Came here for lunch with my friend. Love the vibes of the restaurant and the service was warm and inviting. Unfortunately we weren't in love with the food. They sound more flavorful and exciting on paper then they did when we actually ate them. Seems like a good place for people who like to be adventurous but can't handle a new taste.  To end  on a positive note, one thing I HAVE to give credit for is the PB & J Creme Brûlée for dessert. That was something I would highly recommend.",2,1/23/2020,Stillwater
54,"Went for brunch. Literally don't go here. It's not worth it. The menu sounded good-but there was nothing special about this place or the food. The brunch drinks were bad. When I asked the server what their well tequila was she said ""Tito's"" so...I asked again and she literally said I don't know much about alcohol...it was loud there were babies crying and people yelling over one another. And really my final comment is I really don't know how or why anyone would allow this executive chef to have a restaurant. Stay home scramble an egg or two you'll be a lot happier. Or maybe go anywhere else.",1,1/26/2020,Stillwater
55,"It's pretty rare I post anything on Yelp. Maybe a handful of times over the past several years. I normally save my reviews for restaurants that are exceptional and I just have to go on and rave about it. But every once in a great while. A restaurant is so bad I just can't contain myself. This is one of those stories (cur law and order SVU gavel drop right before show starts)One can only imagine how this place is consistently getting rave reviews. If I had to venture a guess, it would be that it's the only brunch spot in the neighborhood and the decor and food is very ""Instagram-able""As I look around at all the 20 something women in high waisted jeans, crop tops, Burberry coats, messy buns, drinking mimosas, I feel like I walked into the seaport district. The decor has the hipster pop. It looks like I'm in LA visiting some artists studio. And by artist I mean. You tube influencer. Not someone with actual artistic skill. The drinks...actually first we have to talk about the service as that then rolls into the drinks.The server. After casually strolling up to our table 15 minutes after being sat. Gives no greeting. Not even her name or a smile. Asks if we're ready to order. I'm guessing her entire style of being a server is to just wait 15-20mins after everyone is sat. That way she has to interact as little as possible with the guests and just imply takes orders. I've had more pleasant interactions with self order screens. At least they say please, thank you, and can probably answer questions.We asked the server, sorry. She's a waiter. Not a server. We asked the waiter what tequilas they have ""Tito's, grey goose, I'm not sure what else. I don't really drink"" No offer to get us a spirits list. Or check with anyone. Cool. Just whatever your well is, is fine. Ordered our food. It came out promptly. Looked nice. We had the Essex. The biscuits. And the 421. Catagoricaly across the board the food was unseasoned, bland, and just...mediocre at best. Chef Wilde was in the kitchen running the Sunday brunch service which leads me to quite a few questions. One. Has she ever been a chef before or is this her first ship? Two. Did she taste any of the sauces or mise before service or just trust her cooks to run it up proper? And three. If she did taste the sauces, how bad is her palette?421. One of the worst hollandaise sauces I've ever had. Homemade chili oil? What chili did you use? It had about as much spice as chili from TLC had. The smoked pork was dry. Eggs were under poached and had no body to them at all. Biscuits. Got enough ""maple bacon butter"" for probably one biscuit...the order comes with three. The biscuits are good. If you've never made biscuits before in your life and have no idea what makes a great biscuit great, then you'll appreciate these fall apart imitations. The maple bacon butter was mediocre at best...honestly...how do you fuck that up? I'm perplexed.The Essex. The omelet came out looking about as dry and Haggard as the Chinatown area of the street it's named after. Whoever was on egg station that day was clearly struggling. I got the don swan brunch cocktail. Not sure if this wasn't made properly, or if the only requirement for a house cocktail here is that it look pretty-ish or have something unique and kitchy about it (Oreo rim) The cocktail was just bad. I was excited when I saw it used Don Papa rum. Something that has become somewhat of a favorite this past year for both is delicious mild flavors and remarkable affordability to quality ratio, but what this drink did to that beautiful rum....a pirate would be made to walk the plank if he dared serve the captain this. The only reason this place even gets a second star is because the manager (I wrote a note on the back of the credit receipt explaining the service was terrible while still leaving an 18% grat) John....something. I can't remember. At least had the decency to look up the number in my reservation and give me a call to apologize for the poor service and try to invite us back to try them out again. Every Sunday I drive from Newton into Boston or a surrounding area to try a new place for brunch. Last week I went to citrus and salt in back bay and had a great time. This week. I wasted 26minutes of my life driving to Stillwater and another 15 looking for parking before finally coughing up $20 to park in a garage near the place. Final result. Tl;Dr . Avoid this place. Bad good, bad drinks, lousy service. Feel bad for the guy who has to manage this travesty.",2,1/26/2020,Stillwater
56,"Great food and great service. Val was our waitress. She couldn't have been nicer. Very attentive and courteous. We had the biscuits, popcorn, shishito peppers, deviled eggs and a veggie burger that they were nice enough to cut into two halves. Everything was cooked to perfection.",5,1/27/2020,Stillwater
57,"Great place to eat.  Casual dining. Comfort food but with an upscale edge. Convenient to the T (South Station) which can make  it easy to get to if you live outside of Boston. (definitely easier than finding parking)  I've eaten there multiple times and always had a great meal and great service.    I've had several dishes and appetizers (Everything popcorn, shishito peppers, deviled eggs) that were also excellent. My family and I have tried brunch there also and we were not disappointed.  For brunch, the Essex is my choice.  For dessert I chose the PB&J Creme Brulee which really hit the spot. Stillwater has been our go-to place for bringing out of town guests and or local friends. Give it a try.",5,1/29/2020,Stillwater
58,"Stillwater is a very nice restaurant to go to for date night. They have great cocktails if you're looking for some drinks with your meal. I ordered the vegetarian burger. Unfortunately when the food first arrived, I immediately spotted a hair on the bun and sent it back. The waiter was very apologetic and brought out a new one, while also removing it from the bill which was a great surprise when the check arrived. The burger itself was tasty! For my personal preferences, I would have preferred there to be more flavor to the party itself - maybe the patty just needs a few more ingredients? However, my friend got the Kingston bowl and that was absolutely delicious. If I decide to go back, I'll be ordering that bowl.",4,2/1/2020,Stillwater
59,"We had to wait a bit even though we made a reservation. The atmosphere is nice and service was good. The food was just okay. Nothing was bad but nothing stood out either. We ordered the biscuits (solid), popcorn, empanitas, pork Mac n cheese, burger, pork sandwich, bronzini and the ricotta balls. The mac and cheese and burger was good. The others were just okay.",3,2/1/2020,Stillwater
60,"Delightfully elevated! Being a big fan of Chopped, when I heard about Chef Sarah Wade opening up a spot in Boston, it was a must try the next time I was in the area. The interior matches the comfort feel as well. The prices were very reasonable and well worth it. The biscuits are a staple and must have! The empanaditas were the best ones I've ever had, the crust was crispy and cooked perfectly. For the entree, we had the macaroni and cheese with pulled pork which was crusted with ritz crackers. It felt like home, warmth, and we relished every bite. Being intrigued by a PB&J creme brûlée, we went with that for dessert and it didn't disappoint. The peanut butter creme was perfect and the peanut butter brittle was a nice touch. I would recommend this to all groups of people. It's nice enough to feel classy, but laid back enough to be a casual a spot. The only room for improvement that I would recommend is the knowledge and attentiveness of the hostess and waiters/waitresses. They didn't provide much, and our waiter even admitted that he didn't know what some of the cocktails tasted like so he couldn't suggest it or something else.",5,2/2/2020,Stillwater
61,"WOW - everything from service, to drinks and of course food was top notch. We sat at the bar overlooking the kitchen and were so entertained by the chefs. Highly recommend for an indulgent brunch!",5,2/8/2020,Stillwater
