,Review,Rating,Date,Restaurant Name
10,Great meeting Nicole and enjoying pours of wine! So glad to have found this place!And the delicious SpicedbChai Latte,5,9/28/2018,Vester
11,Taste the brownies! And the sandwiches are yummy too - especially the grilled cheese. A great new place! I'd go more often if I could find parking more easily,5,9/28/2018,Vester
12,"Great new addition to Cambridge! Atmosphere: Cute and trendy coffee shop/cafe, with a separate back room for if you want to get some work done or meet up with friends.Service: Friendly and attentive! I was able to score some free chocolate chip bread pudding during one of my visits.Food: Great selection of drinks and unique sandwiches. Prices are slightly expensive but comparable to other Cambridge cafes in the area, so it doesn't make a huge difference. I've tried their lattes and Turkey (sub Tempeh) sandwiches, which were both delicious! I also tried a sip of their Chai Latte, which I'm definitely going to get on my next visit. I'm excited to come back and explore more of their menu, especially their famed grilled cheese sandwich!",4,9/29/2018,Vester
13,"It took 45 minutes for our coffees to be delivered which requires only 30 seconds to be made.It's 10am on the Saturday morning, I invited two friends to this new place, since a friend told me it reopened just recently so I was expecting at least coffee of decent quality and service at lest slightly better than Starbucks. My friends and I ordered three coffees at the counter, they didn't tell us where and when to expect the coffee, and we proceed to sit on the side started chatting. During our conversation, I constantly kept an eye on the tables next to their kitchen wondering where I should pick up our coffee or if they will deliver. They kept producing sandwiches and coffees to other tables and people. ""Are they so busy? Were there so many people in front of us? Wait, those people were not there when we arrived why are their drinks delivered faster than ours? Oh were those Jude plain coffee so they are faster?"", I kept finding educases out of good wills for them but I couldn't deceive myself. After 20 mins, I walked up to them, the lady at the cashier out of three ladies in the kitchen noticed me after one minute, she answered it will come soon after I questioned the whereabouts of our coffee order. Then I went back to my seat assuming the three ladies are indeed busy preparing other people's ""more urgent needs"". Then the lady come back with two croissants and said sorry for the wait. Then I rest assured ""oh okay they must just have been too busy"" although everything is so weird. Another 25 minutes past by, I was getting upset. Then I walked up to the kitchen again, literally ready to complain. Finally the ladies in the kitchen all noticed me as they are no longer making sandwiches. The other two ladies asked the one at the counter who took our orders initially and asked what did they order. I was furious! They completely ignored our orders!!!! How could this happen when they fulfill other people's requests much more diligently!!!! After helping them locate our orders on their computers I went back to sit with my friends. They even came to my friends and ask what they ordered again! And they used only 30 seconds to make each one of our drinks and delivered it to us with a ""sorry"" and promise to refund the coffee to our credit cards (which I don't know if they have done that) . My friends came all the way from New York City and I indirectly invited them to such a bad experience. I really hated it and hated to confess that this is what my neighborhood has to offer. By the way, the coffee is okay and strong. But the water in the cup is kinda a little dirty with something inside.I felt so frustrated with this type of coffee stores existing in this neighborhood. They occupy a great location but deliver bad service and mediocre products. Such a shame. Just don't expect much from this place.",1,10/6/2018,Vester
14,"Oh Kendall Square, forever renovating, as if you can attract ever-more-innovative tech and biopharma businesses to the area through sheer force of will and tons of poured concrete / rebar.Vester has taken over the old Ames Street Deli space, and serves up interesting toasts, sammies, salads, as well as drinks. Having worked in Kendall when it was nothing but Sebastians, Mead Hall, and Starbucks, I suspect Vester will be a welcome addition to the neighborhood, one that has the added perk of being slightly more reasonably priced than its predecessor (Ames). I ordered a Vietnamese coffee ($3.74) after confirming it wouldn't be too cloyingly sweet and it came out quickly, maybe after 3 minutes max -- the woman who took my order also prepared it. It was the perfect temperature, not too sweet as promised, although I wish the coffee flavor were stronger; overall the drink was a tad watery. I do wonder if I had gotten it for here, whether they would have prepared it in the traditional manner -- condensed milk in a glass with a drip on top; that might have helped with the strength of the coffee.I didn't try the food menu nor did I linger but the space was buzzy but not crowded, and the food did look tempting. Overall, Vester is more convenient than barismo and cheaper than Beatnik, and I found the service friendly and attentive. If I'm in the area, I will be back, particularly to try the food.",4,10/10/2018,Vester
15,"The worst Americano... which tastes like water. Their signature camo is also just matcha but not great. Music is too noisy to chat or work. I would never recommend this place as well as the next restaurant, Dumpling Daughter.",1,10/19/2018,Vester
16,"A lovely addition to the MIT neighborhood and a good study spot! I've been here a couple times and tried a few drinks; they have a spiced chai latte that is very lightly sweet (unlike most), as well as some more esoteric options, like a hot honey latte and vietnamese coffee. Prices are reasonable. They also have food, and they are connected to Dumpling Daughter next door. The sister restaurants are owned by actual sisters! Looking forward to trying more stuff and happy to add this place to my rotation, which previously consisted mainly of Flour.",4,10/23/2018,Vester
17,"My favorite cafe in Cambridge. The cortado and camo drinks are amazing, some of my favorite most delicious drinks that blows any starbucks drink out of the water. I also love their fast, delicious breakfasts and baked goods. The avocado toast is amazing, and for $6 is the cheapest and most satisfying one you can find in the Kendall area.I'm glad we finally have something like this along with Intrepid near the mall, cafes like this counteract things like Starbucks and makes for a much more lively and less sterile place to live and work in.",5,10/28/2018,Vester
18,"Stumbled upon this place on my way to a job interview. I saw that it was a new place and had a cool cafe vibe. It shares space with Dumpling Daughter but they are pretty strict about sitting on the side you ordered from.  I got the Mikes Hot Honey Grilled Cheese + avocado. Wow wow wow SO GOOD. The bread was perfectly toasted and the mix of sweet and salty was fantastic. Seating is limited but they have lots of counter seating and a few tables with chairs. There is free WiFi and the staff is super friendly and can make recommendations or accommodate any changes to your order.On my second visit here, I got the Avocado Toast. It's lightly dressed with olive oil, sea salt, chives and lemon zest. It was another delish plate. I'm in serious trouble because I got the job and I think I'll be here a lot.",5,10/30/2018,Vester
19,The staff is always helpful and the store always looks clean and inviting.Parking is impossible but if you get lucky it's a great place to eat's and hang out.,4,11/11/2018,Vester
20,"A fantastic addition to Kendall Square, offering a variety of great salads, sandwiches, and drinks. Would in particular recommend the avocado toast and the Hong Kong milk tea plus Vietnamese coffee. Unique drinks not found elsewhere in the surrounding area. The aesthetic is charming as well, although it gets busy at lunch and may be difficult to do work at. Prices are fair. Overall: 5/5Value: 5/5 Food: 4.5/5Decor: 5/5",5,11/14/2018,Vester
21,"Tries to feel fancy but poor execution. Ordered an egg sandwich and a coffee today. Coffee was lukewarm and bitter, definitely sitting too long. Asked for my egg done hard, came out runny. Brioche was stale.",2,11/26/2018,Vester
22,"Best place. So cute inside, staff are welcoming and helpful. Food is incredible! Always adding new things. There is clearly passion behind this place. Prices are reasonable as well ($6 avo roast). Keep it up!!",5,11/28/2018,Vester
23,"Vester has a special place in my heart. I come here day in and day out because the food is inventive and fresh - a nice change from rest of the food in Kendall square. I've had nearly everything on the menu and here's a run down:1. Avocado toast - this right here is the epitome of avocado toast. The avocado is always fresh and ripe. The bread is perfectly toasted and warm. It is served with lemon rind and black salt with a touch of olive oil. It's flavorful with just the right amount of salt.2. Breakfast sandwich - this is an incredibly simple sandwich, but the egg is always perfectly runny and is balanced by a sharp cheese. The brioche is great to boot.3. Yogurt and granola - the yogurt is thick and creamy, and it comes with a huge amount of fresh fruit. The hot honey on top adds a great kick.4. Prosciutto sandwich- this is a large sandwich that comes on a fresh baguette with prosciutto, mozzarella, and a high quality balsamic drizzle. You'll basically have to go to Italy to get anything better.5. Turkey sandwich - turkey, bacon, avocado, pickles and ligonberry? Sounds weird, and I was skeptical at first, but it really is a great balance of flavors.6. Chicken sandwich - this is a chicken-salad-style sandwich served on a brioche. Not many people appreciate chicken salad, but this sandwich is always a solid choice. Comes on a brioche with sharp cheese that cuts the chicken salad well.7. Hot honey grilled cheese - this sandwich is as delicious as it sounds. Great mixture of saltiness from the cheese and sweetness from the honey and jam with just a touch of heat.8. Smoked salmon salad - this salad is my go to. It has three smoked salmon rosettes served on arugula with a sweet and tangy mustard dressing and pickled onions.9. Brussel sprout salad - What could be better than a large amount of chopped brussel sprouts with panko bread crumbs tossed in an avocado dressing? This salad is always filling.10. Kendall ceaser - bacon, romaine, ceaser dressing, and an inventive kick from everything bagel seasoning. Coffee is some of the best in Kendall square.The specials are also delicious. If you're feeling hungry, definitely grab the grilled cheese with overnight pot roast when it's on the menu. It will hit all of your dopamine receptors. Soups are always great as well.To top it all off, the owner is incredibly friendly and caring. Her love for her food and customers really shines.",5,11/29/2018,Vester
24,"This is a new cafe with limited vegan food options (just the avocado toast at the moment, and none of the pastries) and a bit more choice for vegetarians.  The drinks with milk can be made vegan with almond or soy milk, but the additional charge is very steep (+$1 for almond milk in a $3.50 matcha cortado is too much when soy milk at retail prices is below 5 cents per oz).  The drink was pretty OK, though, so still 3 stars.",3,12/11/2018,Vester
25,"My new go-to place for coffee!  Love the avocado toast, and the wine selection for a little treat after work is great too!",5,1/16/2019,Vester
26,"Great new spot - honestly the breakfast salad was the best thing I've had in a long time, as was the camo macha tea. Owner & staff are super friendly and attentive. Cool and classy, ambiance - fairly priced. 10/10 recommend - go try some Nordic dishes!",5,1/20/2019,Vester
27,"I used Vester Loyalty Punch card to collect points. I visited September 2018 with friends and collected 3 points in total. I visited Vester today again, and the lady said that they never used circle punch before and voided my previous points. This is really offensive. It seems that I cheated by punching the card by myself which I would never do! The three points are all by circle punches. If they never use circle punch, how comes even the first punch is circle? Communication within their team should be improved to avoid offending customers.",1,1/31/2019,Vester
28,"This place feels like a scam. On multiple occasions (3 for me & I have had multiple friends have similar experiences) Vester charges 1$ more than is listed on the menu. I have called up the place once pointing out the mistake and twice in person. The issue was not fixed months later. In fact EVERY time I have bought a food or drink here, the charge was too much. CHECK THE RECEIPT PEOPLE. This place is probably going to ask for more money than is listed on their menu.They seem to think they can get past this with a loophole that their ""physical"" menu is correct (which the cashier referenced, but when checked it it was also too low) but the big board menu (which I would estimate 80% of orders are from) is wrong in multiple places.  I just feel this is unacceptable. I understand a dollar isn't a big deal for a one time thing, but I can only imagine how many people everyday are paying over a dollar more than they should when they purchase something here. This should have been fixed immediately, yet the issue persists which makes me feel it's intentional to make a couple extra bucks off of many customers. The food however, is very good. Can't complain about that. But my whole experience has totally ruined this place for me. If I see this issue is still there in a couple months, I will be livid. Is this really is a mistake, I expect it to be fixed quickly.",2,2/14/2019,Vester
29,"Excellent weekday breakfast and lunch spot. Fantastic coffee, gets espressos and cappuccinos right, try the Camo with matcha and white chocolate. The sandwiches are soups great as well.The bad reviews are the typical petty grievances!",5,2/25/2019,Vester
30,"I came here before my doctor's appointment with hopes to have a quick bite and a delicious coffee. I ordered a cortado with oat milk and a kale salad (that comes with bacon). The salad was good- although I will say it was very basic which was surprising for this cafe. The cortado was delicious. I enjoyed the coffee quality a lot. I thought the cafe presentation was beautiful and the fancy idea to pour out glasses of waters for customers was thoughtful. The service was pleasant and friendly. I also did enjoy the interesting biotech conversations I was overheating near me. Since this cafe is right in the biotech center of Cambridge, this cafe is probably a regular hangout for workers and makes for a decent people watching spot haha I would come back here for a quick coffee and potential pastry if I was in the neighborhood. But, it is nothing I would go out of my way for.",4,3/2/2019,Vester
31,Such a nice and cozy Danish placeOat milk latte was so good. I ordered Avocado toast with smoked salmon. and my friend got Greek yogurt bowl with spicy warm honey and she liked it too. The only issue is the place is small and has limited seating.,5,3/14/2019,Vester
32,I've been coming to Vester ever since it opened and the coffee never disappoints. I had my first avocado toast here and have to say that it's definitely one of the best in the area. The bread is perfectly toasted and on top of the fresh avocado is a perfect blend of seasoning. It's also presented wonderfully with the perfect blend of colors.,5,3/27/2019,Vester
33,"The smoked salmon scrambled eggs toast and the oat milk steamer at Vester are both very delicious.  The toast is a good texture (the bread is sourced from Iggy's, which I like).  The scrambled eggs are soft (not rubbery like at some places) and topped with a sprinkle of Cyprus lava flake salt, which enhances the smoked salmon's flavor.  I thought this was quite a good touch to the dish.  Unsolicited suggestion: Perhaps also give customers an option to add a layer of fresh micro-greens between the smoked salmon and the scrambled eggs.  I could also see hot honey being drizzled on this (see below for additional discussion of hot honey). The oat milk steamer is quite different from other beverages I've had.  It has a bit of heat from the ""hot honey"" (spicy honey), which they also sell in the store.  This is a good, warming drink for spring, fall, or winter.  Unsolicited suggestion: Perhaps also give customers an option where toasted oats are whipped/emulsified in for added texture.     I went on a Saturday morning when it was quiet, and the owner prepared my dish and also took time to respond to my questions about the cafe: it's a place inspired by her travels and specifically by Danish food principles (fresh ingredients, locally sourced, and minimally processed).  The price is quite steep but not beyond what one would expect for the Kendall Square/MIT area and Boston/Cambridge generally.",5,3/30/2019,Vester
34,So I work right next door of Vester and I tried there food  Honestly I can say it's 5 out of 5 rate? They have a nice set up &  it's really nice to chill with your friends or coworkers?   The employees at vester's they are really  Friendly and awesome and they always smile.,5,4/26/2019,Vester
35,"If you enjoy FIKA in New York, then you'll probably find a place in your heart for Vester, also boasting Scandinavian roots. The cortado is my favorite in Cambridge other than at Curio, and the avocado toast with lemon zest is light yet refreshing.Not a huge fan of their HK milk tea, however, which was too foamy and lacked the thick sweetness of the traditional versions you can get in Chinatown (for a fraction of the price).",4,5/2/2019,Vester
36,Convenient location for coffee in Kendall. Good amount of seating available on a weekday afternoon.,5,5/16/2019,Vester
37,"Popped in here for lunch while visiting Cambridge and had the most delicious sandwich - fresh turkey, Ligonberry preserve, bacon, pickles, and lettuce on sourdough. So good! The service was quick, too.",5,6/4/2019,Vester
38,"Internet is super slow. Almost 10 times slower than normal cafè.It takes several minutes to open a page and you won't be able to do any work because after the browser loaded, it buffers again.",3,6/11/2019,Vester
39,I got a salad here and it was delicious. The avocado toast was also good. A good place to go for a lunch break to get coffee and something healthy.,4,8/27/2019,Vester
40,Love this place!!! Kendall Square is better because of Vester!!! Nicole and her staff are AMAZING and the food is yummy! Brownies are to die for!!,5,9/10/2019,Vester
41,"Stumbled upon this place while looking for a good place to do work near MIT, and was intrigued by the Scandinavian-inspired name/concept having lived in Denmark and Sweden. The place is incredibly spacious, and kinda shares a space with a dumpling shop (I believe both are owned by two sisters), which is an interesting concept. There are counter space type tables, as well as sit down tables. I imagine it would be a good place to sit down and catch up with a friend, but it can be a little noisy. Outlets are hard to come by, but the wifi is good and there is ample space to work. The menu has a variety of both food and drink offerings, not super Scandinavian really, but overall a nice find in the area.",4,9/18/2019,Vester
42,"Very open and trendy atmosphere. The Hong Kong milk tea is amazing! Just the perfect level of sweetness (aka not sweet, just enough to be not bitter). Actually the best milk tea I've had in boston, surprising that it's at this coffee shop and not a boba place! Lots of space to work, except the internet (they use the Broad's) can be iffy- sometimes it's great and sometimes it's insanely slow. I haven't been able to figure out if it's related to where in the cafe you're sitting. I had the granola and Greek yogurt which was delicious except I did not like the honey-- the idea of ""hot honey"" (spicy) is really cool except I didn't like the sriracha taste mixed with my yogurt and granola! Probably tastes better with their grilled cheese or some other savory dish.",4,10/13/2019,Vester
43,"Big fan of this place! Everything is tasty and fresh.  My favorites are the breakfast sandwiches, but the salads and smoked salmon items are also delicious.  Very hip and trendy in both their atmosphere and menu selections",5,10/15/2019,Vester
44,"Service was friendly and lattes were tasty. Seemed a little dark in there. I suppose I could have enjoyed a bit more of a pastry selection, but was still happy with my latte (and also tumeric latte).",3,11/11/2019,Vester
45,"Truly excellent and unpretentious stop for informal lunch and breakfast.  Their food is done on demand from high quality ingredients.  I love NY lox and breads, and the breakfast sandwich tastes as good as home with more variety embedded in it.  Go there before it gets too popular and changes.",5,12/6/2019,Vester
46,"I think one could study here, but the acoustics are very loud. It would be better suited for catching up with a friend (just one) since it's a small space. It's very chic space though and photographs very well. They serve cafe, wine and some small plates. A little pricey but the ambience and people watching is great",4,12/16/2019,Vester
47,"The food is delicious! One of the best place in Cambridge! Even though the food seems simple, but they have delicate flavors. Also they constantly add more seasonal options, which is great. The host is very knowledgeable about their wine selections. Good pair with the food",5,12/30/2019,Vester
48,"Beautiful and clean, prompt (but not overly chatty or friendly) service. Pretty empty on a weekday morning when I went in. Every single thing here is overpriced. I got the avocado toast, and, while flavorful and delicious was tiny (one small slice from a boule if you can imagine it) for the price and also on the saltier side. You're going to get a bigger serving literally anywhere. I also got the Hong Kong milk tea. I asked if it ""comes sweet"" and they said ""we can make it without sugar."" I said ""oh no I do want sugar"" but the milk tea that came out was also small, mildly sweet at best, kind of watery but also had a giant layer of foam on top. The place is small and while they bring your food out to you, they seem adamant about having customers pick up drinks. (There were 4 people working and only 4 patrons, so it wouldn't have been hard to walk drinks out to people?!) There are now way more options in the Kendall area than there used to be, and while it was an okay breakfast, I'd try somewhere else next time!",3,1/8/2020,Vester
49,"I continue to come here because it's so close to work. Today I came with 2 other friends to enjoy their happy hour, which is a glass of wine or beer with a free plate of mozzarella sticks. I got a glass of white (well I asked for red but I guess she didn't hear me?) and it came with two small mozzarella sticks. Each about the size of a finger, for a small hand. Overall still a good price for the area at about $9.50 per glass (with free app). Around 4:30pm it's not too busy, but started to get more busy around 5 or 5:15pm. There's a more extensive app list (including charcuterie board, nachos...) but none of that is up for grabs because the glass of wine comes with mozzarella sticks. And... so all 3 of us god mozzarella sticks. Even though a couple of us tried to 'trade in' for something that was equal or lesser value in apps, so we could at least try something else besides mozzarella sticks. The sticks were ok and nothing special. I heard they just started doing this special and I'm hoping they will expand to allow other 'free' app rotations so that a group of multiple people can experience an assortment, instead of... all the same dish :( Overall good experience, nice ambiance in the late afternoon after they cover up the glass windows with black drapes.",3,2/5/2020,Vester
50,"They closed their kitchen at 4. The hot cider was good, though walked 15 minutes in the cold for just that.",2,2/17/2020,Vester
51,"I work for the Broad Institute where we currently are running a Covid-19 Diagnostic Lab. Vester is regularly one of our caterers and does an amazing job! The sandwiches are delicious, personally my fave is the Turkey Lingonberry! The Caesar salad is also great! And last but certainly not least... the desserts are AMAZINGGGG! The chocolate chip (or chunk) cookies are to die for, the brownies are also great! They also have made these rice crispy treats that are the best I've ever had! I'd sell my soul for a Lucky Charms one  Anyhow, this an amazing place, and just wanted to thank you guys and let you know we love your lunches!",5,5/14/2020,Vester
52,Amazing café with very very friendly service! The avo toast and coffee are superb! They're also willing to customize anything on the menu.,5,5/17/2020,Vester
53,Got the camo with matcha when I was there in January. Delicious drink on a cold day! Great ambiance too -- Perfect for catching up w friends and/or working alone.,5,5/31/2020,Vester
54,"After months of grabbing Vester for lunch, I just now finally realized (while munching on their tuna melt) why their sandwiches spark so much joy for me. They griddle both sides of the bread -- inside and outside! So much crispy crunchy goodness. That's love.",5,8/7/2020,Vester
55,Very good sandwiches. The staff are very nice too. Price feels slightly high but not unreasonably so.,5,8/26/2020,Vester
56,"It's a cute, modern breakfast place with really good quality items. I think the blend of more western influenced food items along with an Asian drink menu (HK milk tea, Viet iced coffee, etc.) makes the experience even more fun and tasty! I got the beet+salmon smorrebrod and my friend got the lingonberry turkey. The ingredients were super fresh for both and the portion was surprisingly filling for what it seemed. The drinks were also done well and complemented the meal. The entire menu is a bit pricey, but it's understandable given their prime location and the quality of their ingredients. It's a good spot when you want to spend a bit more on nicer sandwiches, and it seems like a great study spot if restrictions for indoor dining are eased in the future.",4,10/20/2020,Vester
57,"The vibe of this place is spot on. As soon as I entered the space, I was greeted by friendly yet down-to-earth staff. The customer service is excellent, with quality food and beverages to back up the hospitality. I had the avocado and egg salad bowl, which was fresh, healthy, and filling. The new Vester at Home line is worth a try too. My favorite is the farro risotto!",5,3/18/2021,Vester
58,"This is a very special coffee shop in Kendall square and Cambridge. Vester cafe really feels like a community space even during Covid and they're committed to creating super tasty and fresh food to Kendall sq and the neighboring offices. Nicole, Cayla and the rest of the staff are so sweet. I feel very grateful to know them and am always rooting for their success. My fav things to order are the turkey + Brie sandwich, any of the toasts, the revival (such a great combo, and their general coffee selection. The new Vester@Home options have been super fun and tasty to try out too. These are frozen ready-made meals with quality ingredients that you can have for later. It shows how much care Nicole puts into her business. Support local business and go check them out !!",5,3/28/2021,Vester
59,Friendly staff and beautiful space. Latte is creamy and the egg waffle was the perfect combo of salty and sweet. Excited to try their sandwiches and seasonal drinks next time,5,3/31/2021,Vester
60,"Vester is amazing. Innovative and yummy food and drink combinations. Additionally the owner is super nice and everyone who works there has always been super friendly. It's one of my favorite coffee shops in Cambridge and Boston! The breakfast burrito, grilled cheese and eggo waffle sandwich is so good. Pre covid they would have a very yummy ""happy hour"" menu too!",5,4/20/2021,Vester
61,"overall, vester has really unique food and coffee but is definitely way overpriced for a college student's budget and although everything is really yummy, cannot justify coming here often price wise the avocado toast was really good and the lemon zest adds such a unique twist! my favorite part was the bread- it was sooo toasty and crispy. this is a bit nitpicky but I did think there was a bit too much oil soaked in the toast for my preferences such that I didn't feel amazing after. the lavender latte with oatmilk is also a must! I should've got the 16 ounce instead of the 20 ounce though since it was a bit heavy. the first sip was really heavenly, but drinking the whole thing was a bit much.overall though, definitely recommend for a try! just don't know if I will come here extremely often because of the price point :/",4,5/19/2021,Vester
62,Best grilled cheese I've ever had in my entire life. EVER.  (Added bacon and tomato.)  Just stumbled in while walking around the MIT campus....a real find!!,5,6/15/2021,Vester
63,"I've gone in before to grab an iced coffee but never tried their food until today. Eggo waffle sandwich smacks ‼ it's savory and sweet, great combination when you're craving something sweet but know you should be eating actual food. Don't forget a wet napkin to avoid feeling like a toddler.",5,10/21/2021,Vester
64,"The atmosphere in here is nice -- I just stopped by to grab a drink and a pastry. The raspberry streusel cookie was delicious, but I was really disappointed by the Hong Kong milk tea. I was excited to see that on the menu because I love Hong Kong-style milk tea, which is really strong tea with condensed milk. But be warned that it is not HK-style - it's just a very weak black tea latte, made with weak tea and regular milk. And I paid $8 for tea and a small cookie, so pretty expensive too, especially for all the grad students and underpaid research assistants who work around here.tl;dr good atmosphere and cookie, disappointing beverage and expensive",3,11/1/2021,Vester
65,"Everyone I know raves about Vester. I finally went and it was a HUGE letdown. The place was bustling for lunch. Long line & basically no seating. Service was fast & friendly tho.I ordered the chicken salad sandwich, and I usually love chicken salad. But this one was soo disappointing. It was falling apart--I got mayo all over my hands :(. The chicken salad itself didn't have any flavor, but I liked the hot honey aioli. The bread was too toasted & didn't mesh well with the liquidy filling. The chips on the side were fine, nothing special. At $12 (they've upped their prices), the sandwich was pretty small and wayyyy overpriced. Go to Flour instead for filling & much tastier sandwiches.",2,12/3/2021,Vester
66,"Such a positive experience at Bester. Didn't realize how close it was to Kendall t stop which is great. But coffee was SO GOOD and breakfast sandwich was perfect. The space is cool, the employees were friendly... all in all, ideal coffee experience.",5,12/21/2021,Vester
67,"Vester never misses. I love their creative seasonal drink specials. The presentation, flavor and menu make this spot feel so classy. I keep coming back! Parking is tricky but Vester is super accessible via the T and the experience is well worth a little bit of parking hassle in my opinion! One of my favorite Cambridge spots, especially because it is not a chain! No hate to Flour, Tatte, and other local chains because I am a frequent flier at those spots too, but it just really makes my day to find independent spots. Even better when it's woman owned!",5,1/4/2022,Vester
68,WORST SERVICE. The workers are very rude they messed up my order and didn't even apologized and then they messed up on the size AGAIN. Finally got my drink after third try and then it tasted like they just diluted my small size with water. I just trashed my drink and NEVER going back.,1,2/12/2022,Vester
